,FEEDBACK,PRICE,SELLER NAME,PRODUCT NAME
370,Great seller! will buy from again in the future!,null,null,null
371,very fast shipping A+++,null,null,null
372,excellent service and delivered on time,null,null,null
373,"thank you, love it, hope we can do buisness again soon",null,null,null
374,awesome transaction,null,null,null
375,Great buy! Fast shipping! Thanks!,null,null,null
376,A+++ Received within 6 days of payment. Highly recommend this seller!,null,null,null
377,as described,null,null,null
378,Good Deal Thanks. 5*,null,null,null
379,Quick response and fast payment. Perfect! THANKS!!,null,hootoodeals,(Private listing)
380,Product great!  Timely service,null,null,null
381,Fast payment....great transaction...thanks!,null,ladydi7147,null
382,Thank You For Shopping Cargolargo!!  We Appreciate Your Business!!,null,cargolargo,null
383,Super fast shipping...love the boots! Thanks!,null,null,null
384,Awesome transaction. Great eBayer. Thanks……..,null,visualstudio97,null
385,A++++++++++++++++++,null,null,null
386,"excellent transaction, quick ship - would do business again",null,null,null
387,received as promised,null,null,null
388,Thank you,null,null,null
389,Super!,null,null,null
390,Excellent Seller!!!!!!! Super fast shipping!!!!!! Highly recommend!!!!!,null,null,null
391,"Very good deal, fast shipping.",null,null,null
392,Great seller.  Price was awesome so I didn't mind paying so much for shipping :),null,null,null
393,I am impressed with accuracy of the description and the care taken in shipping.,null,null,null
394,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
395,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
396,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
397,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
398,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
399,Very fast payment.  Highly recommended.  A+++++,null,jagrfannj,null
400,Very fast shipping! Exactly what we wanted...,null,null,null
401,"Fast shipment, very satisfied.",null,null,null
402,"Thanks, good and nice boots thanks again",null,null,null
403,"Great deal, good transaction!",null,null,null
404,great service,null,null,null
405,perfect,null,null,null
406,"great price, fast ship, great product and service",null,null,null
407,"Fast shipping, great quality item.  Very satisfied.",null,null,null
408,super fast payment. thanks much,null,rissa522,null
409,Fast shipping! Very pleased with the transaction!A++++,null,null,null
410,"Very fast Shipping ( 1 week USA-Canada), item in great condition thanks !",null,null,null
411,Excellent Seller,null,null,null
412,Bon vendeur! merci,null,null,null
413,"Awesome Seller, Super Quick Shipping, AAA+...!",null,null,null
414,Excelent service!!  thanks,null,null,null
415,This is a buyer beware seller. I had to warranty the drive through seagate.,null,null,null
416,null,null,null,null
417,"Great seller, Fast shipping, A+++",null,null,null
418,Very quick shipping.  Exactly as described.  Very pleased. Would buy again.,null,null,null
419,Great eBayer. Welcome back to our store for more of our products!,null,importhome_llc,null
420,Great seller! Item exactly as described and quick shipment. Thank you.,null,null,null
421,Thanks!!!!,null,null,null
422,A++++++++++++++++++++++++++++++++++++++++++,null,null,null
423,"Perfect, fast ship, thanks",null,null,null
424,Watch was just as described.  Super fast shipping and great price.  Thanks!!!,null,null,null
425,Fats Shipping!! Great Product!!,null,null,null
426,Loved it,null,null,null
427,thanks. the watch is Very beautiful .,null,null,null
428,Nice doing business with you,null,null,null
429,recieved item fast and great product thank you,null,null,null
430,GREAT SELLER perfect items fast shipper wondeful THANKS a lot FAST EMAILS a+a+a+,null,null,null
431,Would buy here again,null,null,null
432,null,null,null,null
433,"VERY FAST SHIPPING, THANKS",null,null,null
434,null,null,null,null
435,Great shoe. Wears well. excellent transaction..will buy again,null,null,null
436,null,null,null,null
437,"GREAT PRICE, GREAT PRODUCT,  FAST SHIPPING",null,null,null
438,null,null,null,null
439,"awsome shoes i love them also an awsome,honest seller.",null,null,null
440,null,null,null,null
441,very fastly!!!!,null,null,null
442,null,null,null,null
443,FANTASTIC!!! I even screwed up my order and littlekitty0103 fixed it for me..A++,null,null,null
444,A,null,null,null
445,Great Buyer +++++++++++++++,null,nildadavis66,null
446,Arrived within a couple of days,null,null,null
447,Nice,null,null,null
448,"great tiem fast ship thanks WII with games, great email",null,null,null
449,~tyvm~ very nice~Have a nice day!~,null,null,null
450,Great watch with even better service,null,null,null
451,easy to work with. A++++++++++++,null,null,null
452,QUICK QUICK QUICK  My kids loved their christmas present.  Thanks!!!!!,null,null,null
453,Great Seller! Great Item!!! Highly Recommended!!!!! A+++,null,null,null
454,"A+++++++++, GREAT PRODUCT, GREAT SERVICE, A++++++++++++++++++",null,null,null
455,VERY VERY VERY COOL WATCH***EVEN BETTER IN PERSON**VERY FAST & ADEQUATE SHIPPING,null,null,null
456,Great,null,null,null
457,"Great deal, great seller!",null,null,null
458,"Thanks!!! Have A Very Satisfied Kid, Very Happy For Her Gift.",null,null,null
459,Quick shipping A+,null,null,null
460,"Quick Ship, Great Seller",null,null,null
461,great,null,null,null
462,good transaction and quick shipping,null,null,null
463,Thank you much was shipped very fast.,null,null,null
464,Thank you and happy holidays..,null,null,null
465,great game  fast shipper thanks,null,null,null
466,"Great seller, received with good timing",null,null,null
467,Transaction was very smooth.  Very pleased.,null,null,null
468,Received item promptly and was as described.  Thanks!,null,null,null
469,WOW!!! lightning fast shipping and in perfect condition. Thanks!!!,null,null,null
470,I received everything that I bought and in a timely fashion,null,null,null
471,"Item as pictured and described, fast shipping, easy transaction.  Thank you!!!!",null,null,null
472,free shipping,null,null,null
473,great seller and quick delivery,null,null,null
474,Super Fast Shipping!! Excellent to work with!! A+++++,null,null,null
475,"Awesome seller, great product, Thank you!",null,null,null
476,AAA  thanks,null,null,null
477,great....thanks!,null,null,null
478,good transaction,null,null,null
479,this was in all a REALLY great transaction! HIGHLY RECOMMENDED,null,null,null
480,"seller offered choice of BONUS item in listing, but then did not want to give it",null,null,null
481,SUPER EASY SUPER FAST... THANK YOU SO MUCH!!!,null,null,null
482,fast shipping hope it is good it is for christmas. thanks alot,null,null,null
483,Fast delivery.  Hopeful everything is o.k. but won't know until Christmas. lol,null,null,null
484,Just as advertised.  Excellent value.  Many thanks.,null,null,null
485,Fast Shipping!!! Product exactly as advertised.,null,null,null
486,shoes came when promised,null,null,null
487,Great Transaction....quick shipment!  Nice to work with!,null,null,null
488,"haven't checked out item, good communication, as described,fast shipping.",null,null,null
489,This was a great transaction thanks,null,null,null
490,Great transaction I had the product within 2 days,null,null,null
491,Super fast shipping.  This transaction was perfect from beginning to end.,null,null,null
492,Great communication. Quick ship as promised.,null,null,null
493,"Good transaction, wish there was a bit more post sale communication re shipping",null,null,null
494,seller is very nice to work with,null,null,null
495,great sevice,null,null,null
496,Easy transaction!  Fast delivery!,null,null,null
497,seller had description of additional control and numchuk which did not receive,null,null,null
498,quick shipper A++++,null,null,null
499,very fast & as promised,null,null,null
500,"Item exactly as described...thank you, thank you, A+++",null,null,null
501,EXCELLENT SELLER!! EXTREMELY FAST SHIPPER! EXTREMELY SATISFIED,null,null,null
502,"very quick shipment, item arrived well packed and perect condition as advertised",null,null,null
503,"Great to deal with quick, accurate and easy.",null,null,null
504,great shipping VERY GOOD  A/,null,null,null
505,Item shipped quickly.  Great ebay seller!,null,null,null
506,"Great seller, Fast Shipping A+++++++++++++++",null,null,null
507,great shape fast shipping,null,null,null
508,"great seller.  Item shipped super fast, arrived just as promised.",null,null,null
509,In Time for under the x-mas tree...Thanks!,null,null,null
510,"Quick shipment, item as described",null,null,null
511,"Wow, extra fast shipping, received item 2 days after ordering, A+++++++++ seller",null,null,null
512,prompt delivery by seller,null,null,null
513,"Thank You, very smooth transaction! Very quick delivery!!",null,null,null
514,great,null,null,null
515,perfect thanks,null,null,null
516,It was fast Del.,null,null,null
517,came brand new COOL BEANS!!! thank for the great job,null,null,null
518,FAST DELIVERY,null,null,null
519,Received very quickly!,null,null,null
520,"Uber fast delivery, A+ transaction, highly recommend!!!",null,null,null
521,"SUPER FAST shipping, great product",null,null,null
522,just as described thanks so much!!!,null,null,null
523,Very responsive seller.  Great transaction. Would buy from again.  A+++++,null,null,null
524,wording of ad was alittle misleading.,null,null,null
525,Confusing wording on free items,null,null,null
526,excellent   e-bayer  AAAAAA+++++++,null,null,null
527,product and shipping as advertised,null,null,null
528,"Quick delivery, quality product",null,null,null
529,"nice sneakers, thanks",null,null,null
530,"Great WII bundle,fast shippment, I will buy from littlekitty again,",null,null,null
531,delivery excellent,null,null,null
532,"His original listing was a bit difficult to inderstand, but we resolved it.",null,null,null
533,quick transaction,null,null,null
534,Wonderful seller. Highly recommended. Would do business with again.  A+++,null,null,null
535,Fast shipping!,null,null,null
536,EVERYTHING WAS GREAT WOULD BUY AGAIN FRON THIS SELLER,null,null,null
537,thank you,null,null,null
538,Exactly as explained and shipped FAST!!! will buy again from this seller!,null,null,null
539,nice,null,null,null
540,Got exactly what I ordered!  Very Fast Shipping!,null,null,null
541,good transaction,null,null,null
542,very good transaction,null,null,null
543,***,null,null,null
544,Thanks for a great X-mas gift!!!,null,null,null
545,"cool, thanks",null,null,null
546,recived promptly and also special wraped so that my kids would not know. Thanks,null,null,null
547,very good on your shipping i was happy,null,null,null
548,"great communication, speedy shipping, exactly as decsribed, THANKS!!!",null,null,null
549,"Quick delivery ,  Thanks",null,null,null
550,Can't wait to give it for X-mas!!!!!  A+++++,null,null,null
551,Great.,null,null,null
552,Items received as described. Thanks AAA+++,null,null,null
553,"nice product, good communication, fast shipping. much thanks",null,null,null
554,Perfect Transaction and product.  Thank you.,null,null,null
555,quick shipping,null,null,null
556,Great Ebay Seller      Thanks,null,null,null
557,Excellent service demonstrated by providing prompt delivery of my merchandise.,null,null,null
558,awsome seller.............. fast shipping,null,null,null
559,Just as described...quick delivery,null,null,null
560,Great gaming system...Thanks for everything...fast shipping,null,null,null
561,Fast.  Would do business again!,null,null,null
562,THANK YOU THANK!!!!!!!!!!!!!! WORK WITH ME FOR SHIPPING!!!! great ebayer,null,null,null
563,Can't wait to use our Wii Fit!,null,null,null
564,"Fast shipping, smooth transaction. Thanks.",null,null,null
565,Wii Fit arrived as described.  Fast Shipping with email notification & tracking.,null,null,null
566,very fast shipping and received product just as described. great to buy from A++,null,null,null
567,Excellent - just as described.  Shpped very promptly. Perfect transaction - THXS,null,null,null
568,"Great Product, Very Fast Shipping. Thank you. A+++++",null,null,null
569,"Easy transaction, smooth and quick!!!",null,null,null
570,fast shipping good product thanks,null,null,null
571,Great Item. Great Ebayer!,null,null,null
572,Thank You so much for great fast service!!!! Amazing Ebay Seller!!!!!,null,null,null
573,Great Transaction and Fast Shipping-- Thanks!!!!!,null,null,null
574,Good transaction. Arrived in a timely manner and as described.,null,null,null
575,"great experience, fast shipper",null,null,null
576,"Great seller fast delivery, great communication",null,null,null
577,"Great item, speedy delivery, I would buy from again!! A+++ ebayer!",null,null,null
578,excellent running shoes,null,null,null
579,Great Communication and FAST SHIPPING! Highly Recommended.! Thanks,null,null,null
580,good seller A+++++,null,null,null
581,Very easy to work with,null,null,null
582,Accurate Listing and Fast Shipping! Recommended!!,null,null,null
583,Great communication.,null,null,null
584,Received items very quickly - just as described!  Thank you!  AA++++ Seller,null,null,null
585,Item as expected. Thanks !!!,null,null,null
586,"Fast shipping, Great seller!",null,null,null
587,fantastic seller! thank you!,null,null,null
588,Super Fast Shipping - FREE - A +++++  E'Bay'er,null,null,null
589,Very fast shipping good communication,null,null,null
590,super fast shipping,null,null,null
591,fast shipping A+++++,null,null,null
592,"prompt delivery, same as described",null,null,null
593,"Quick delivery, Thank You...A+",null,null,null
594,Very nice looking shoes.lightning fast shipping.THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!,null,null,null
595,wii listed by seller to have 2 controllers & nunchuks but had only 1 of each,null,null,null
596,A+++++ Great eBayer A+++++,null,null,null
597,Just as explained,null,null,null
598,Great transaction.  Wii arrived in perfect condition and super fast shipping. A+,null,null,null
599,Fast shipper and good communicator - Thanks!,null,null,null
600,"Great product, fast shipping, excellent transaction!!!!!",null,null,null
601,thank you!,null,null,null
602,Arrived very quickly.,null,null,null
603,"fast shipping, thanx",null,null,null
604,great!,null,null,null
605,"Excellent. Quick free shipping, product exactly as described, good communication",null,null,null
606,Amazingly fast service! Thanks so much!,null,null,null
607,Very fast shipping! Exactly what we wanted...,null,null,null
608,"Fast shipment, very satisfied.",null,null,null
609,"Thanks, good and nice boots thanks again",null,null,null
610,"Great deal, good transaction!",null,null,null
611,great service,null,null,null
612,perfect,null,null,null
613,"great price, fast ship, great product and service",null,null,null
614,"Fast shipping, great quality item.  Very satisfied.",null,null,null
615,super fast payment. thanks much,null,rissa522,null
616,Fast shipping! Very pleased with the transaction!A++++,null,null,null
617,"Very fast Shipping ( 1 week USA-Canada), item in great condition thanks !",null,null,null
618,Excellent Seller,null,null,null
619,Bon vendeur! merci,null,null,null
620,"Awesome Seller, Super Quick Shipping, AAA+...!",null,null,null
621,Excelent service!!  thanks,null,null,null
622,This is a buyer beware seller. I had to warranty the drive through seagate.,null,null,null
623,null,null,null,null
624,"Great seller, Fast shipping, A+++",null,null,null
625,Very quick shipping.  Exactly as described.  Very pleased. Would buy again.,null,null,null
626,Great eBayer. Welcome back to our store for more of our products!,null,importhome_llc,null
627,Great seller! Item exactly as described and quick shipment. Thank you.,null,null,null
628,Thanks!!!!,null,null,null
629,A++++++++++++++++++++++++++++++++++++++++++,null,null,null
630,"Perfect, fast ship, thanks",null,null,null
631,Watch was just as described.  Super fast shipping and great price.  Thanks!!!,null,null,null
632,Fats Shipping!! Great Product!!,null,null,null
633,Loved it,null,null,null
634,thanks. the watch is Very beautiful .,null,null,null
635,Nice doing business with you,null,null,null
636,recieved item fast and great product thank you,null,null,null
637,GREAT SELLER perfect items fast shipper wondeful THANKS a lot FAST EMAILS a+a+a+,null,null,null
638,Would buy here again,null,null,null
639,null,null,null,null
640,"VERY FAST SHIPPING, THANKS",null,null,null
641,null,null,null,null
642,Great shoe. Wears well. excellent transaction..will buy again,null,null,null
643,null,null,null,null
644,"GREAT PRICE, GREAT PRODUCT,  FAST SHIPPING",null,null,null
645,null,null,null,null
646,"awsome shoes i love them also an awsome,honest seller.",null,null,null
647,null,null,null,null
648,very fastly!!!!,null,null,null
649,null,null,null,null
650,FANTASTIC!!! I even screwed up my order and littlekitty0103 fixed it for me..A++,null,null,null
651,A,null,null,null
652,Great Buyer +++++++++++++++,null,nildadavis66,null
653,Arrived within a couple of days,null,null,null
654,Nice,null,null,null
655,"great tiem fast ship thanks WII with games, great email",null,null,null
656,~tyvm~ very nice~Have a nice day!~,null,null,null
657,Great watch with even better service,null,null,null
658,easy to work with. A++++++++++++,null,null,null
659,QUICK QUICK QUICK  My kids loved their christmas present.  Thanks!!!!!,null,null,null
660,Great Seller! Great Item!!! Highly Recommended!!!!! A+++,null,null,null
661,"A+++++++++, GREAT PRODUCT, GREAT SERVICE, A++++++++++++++++++",null,null,null
662,VERY VERY VERY COOL WATCH***EVEN BETTER IN PERSON**VERY FAST & ADEQUATE SHIPPING,null,null,null
663,Great,null,null,null
664,"Great deal, great seller!",null,null,null
665,"Thanks!!! Have A Very Satisfied Kid, Very Happy For Her Gift.",null,null,null
666,Quick shipping A+,null,null,null
667,"Quick Ship, Great Seller",null,null,null
668,great,null,null,null
669,good transaction and quick shipping,null,null,null
670,Thank you much was shipped very fast.,null,null,null
671,Thank you and happy holidays..,null,null,null
672,great game  fast shipper thanks,null,null,null
673,"Great seller, received with good timing",null,null,null
674,Transaction was very smooth.  Very pleased.,null,null,null
675,Received item promptly and was as described.  Thanks!,null,null,null
676,WOW!!! lightning fast shipping and in perfect condition. Thanks!!!,null,null,null
677,I received everything that I bought and in a timely fashion,null,null,null
678,"Item as pictured and described, fast shipping, easy transaction.  Thank you!!!!",null,null,null
679,free shipping,null,null,null
680,great seller and quick delivery,null,null,null
681,Super Fast Shipping!! Excellent to work with!! A+++++,null,null,null
682,"Awesome seller, great product, Thank you!",null,null,null
683,AAA  thanks,null,null,null
684,great....thanks!,null,null,null
685,good transaction,null,null,null
686,this was in all a REALLY great transaction! HIGHLY RECOMMENDED,null,null,null
687,"seller offered choice of BONUS item in listing, but then did not want to give it",null,null,null
688,SUPER EASY SUPER FAST... THANK YOU SO MUCH!!!,null,null,null
689,fast shipping hope it is good it is for christmas. thanks alot,null,null,null
690,Fast delivery.  Hopeful everything is o.k. but won't know until Christmas. lol,null,null,null
691,Just as advertised.  Excellent value.  Many thanks.,null,null,null
692,Fast Shipping!!! Product exactly as advertised.,null,null,null
693,shoes came when promised,null,null,null
694,Great Transaction....quick shipment!  Nice to work with!,null,null,null
695,"haven't checked out item, good communication, as described,fast shipping.",null,null,null
696,This was a great transaction thanks,null,null,null
697,Great transaction I had the product within 2 days,null,null,null
698,Super fast shipping.  This transaction was perfect from beginning to end.,null,null,null
699,Great communication. Quick ship as promised.,null,null,null
700,"Good transaction, wish there was a bit more post sale communication re shipping",null,null,null
701,seller is very nice to work with,null,null,null
702,great sevice,null,null,null
703,Easy transaction!  Fast delivery!,null,null,null
704,seller had description of additional control and numchuk which did not receive,null,null,null
705,quick shipper A++++,null,null,null
706,very fast & as promised,null,null,null
707,"Item exactly as described...thank you, thank you, A+++",null,null,null
708,EXCELLENT SELLER!! EXTREMELY FAST SHIPPER! EXTREMELY SATISFIED,null,null,null
709,"very quick shipment, item arrived well packed and perect condition as advertised",null,null,null
710,"Great to deal with quick, accurate and easy.",null,null,null
711,great shipping VERY GOOD  A/,null,null,null
712,Item shipped quickly.  Great ebay seller!,null,null,null
713,"Great seller, Fast Shipping A+++++++++++++++",null,null,null
714,great shape fast shipping,null,null,null
715,"great seller.  Item shipped super fast, arrived just as promised.",null,null,null
716,In Time for under the x-mas tree...Thanks!,null,null,null
717,"Quick shipment, item as described",null,null,null
718,"Wow, extra fast shipping, received item 2 days after ordering, A+++++++++ seller",null,null,null
719,prompt delivery by seller,null,null,null
720,"Thank You, very smooth transaction! Very quick delivery!!",null,null,null
721,great,null,null,null
722,perfect thanks,null,null,null
723,It was fast Del.,null,null,null
724,came brand new COOL BEANS!!! thank for the great job,null,null,null
725,FAST DELIVERY,null,null,null
726,Received very quickly!,null,null,null
727,"Uber fast delivery, A+ transaction, highly recommend!!!",null,null,null
728,"SUPER FAST shipping, great product",null,null,null
729,just as described thanks so much!!!,null,null,null
730,Very responsive seller.  Great transaction. Would buy from again.  A+++++,null,null,null
731,wording of ad was alittle misleading.,null,null,null
732,Confusing wording on free items,null,null,null
733,excellent   e-bayer  AAAAAA+++++++,null,null,null
734,product and shipping as advertised,null,null,null
735,"Quick delivery, quality product",null,null,null
736,"nice sneakers, thanks",null,null,null
737,"Great WII bundle,fast shippment, I will buy from littlekitty again,",null,null,null
738,delivery excellent,null,null,null
739,"His original listing was a bit difficult to inderstand, but we resolved it.",null,null,null
740,quick transaction,null,null,null
741,Wonderful seller. Highly recommended. Would do business with again.  A+++,null,null,null
742,Fast shipping!,null,null,null
743,EVERYTHING WAS GREAT WOULD BUY AGAIN FRON THIS SELLER,null,null,null
744,thank you,null,null,null
745,Exactly as explained and shipped FAST!!! will buy again from this seller!,null,null,null
746,nice,null,null,null
747,Got exactly what I ordered!  Very Fast Shipping!,null,null,null
748,good transaction,null,null,null
749,very good transaction,null,null,null
750,***,null,null,null
751,Thanks for a great X-mas gift!!!,null,null,null
752,"cool, thanks",null,null,null
753,recived promptly and also special wraped so that my kids would not know. Thanks,null,null,null
754,very good on your shipping i was happy,null,null,null
755,"great communication, speedy shipping, exactly as decsribed, THANKS!!!",null,null,null
756,"Quick delivery ,  Thanks",null,null,null
757,Can't wait to give it for X-mas!!!!!  A+++++,null,null,null
758,Great.,null,null,null
759,Items received as described. Thanks AAA+++,null,null,null
760,"nice product, good communication, fast shipping. much thanks",null,null,null
761,Perfect Transaction and product.  Thank you.,null,null,null
762,quick shipping,null,null,null
763,Great Ebay Seller      Thanks,null,null,null
764,Excellent service demonstrated by providing prompt delivery of my merchandise.,null,null,null
765,awsome seller.............. fast shipping,null,null,null
766,Just as described...quick delivery,null,null,null
767,Great gaming system...Thanks for everything...fast shipping,null,null,null
768,Fast.  Would do business again!,null,null,null
769,THANK YOU THANK!!!!!!!!!!!!!! WORK WITH ME FOR SHIPPING!!!! great ebayer,null,null,null
770,Can't wait to use our Wii Fit!,null,null,null
771,"Fast shipping, smooth transaction. Thanks.",null,null,null
772,Wii Fit arrived as described.  Fast Shipping with email notification & tracking.,null,null,null
773,very fast shipping and received product just as described. great to buy from A++,null,null,null
774,Excellent - just as described.  Shpped very promptly. Perfect transaction - THXS,null,null,null
775,"Great Product, Very Fast Shipping. Thank you. A+++++",null,null,null
776,"Easy transaction, smooth and quick!!!",null,null,null
777,fast shipping good product thanks,null,null,null
778,Great Item. Great Ebayer!,null,null,null
779,Thank You so much for great fast service!!!! Amazing Ebay Seller!!!!!,null,null,null
780,Great Transaction and Fast Shipping-- Thanks!!!!!,null,null,null
781,Good transaction. Arrived in a timely manner and as described.,null,null,null
782,"great experience, fast shipper",null,null,null
783,"Great seller fast delivery, great communication",null,null,null
784,"Great item, speedy delivery, I would buy from again!! A+++ ebayer!",null,null,null
785,excellent running shoes,null,null,null
786,Great Communication and FAST SHIPPING! Highly Recommended.! Thanks,null,null,null
787,good seller A+++++,null,null,null
788,Very easy to work with,null,null,null
789,Accurate Listing and Fast Shipping! Recommended!!,null,null,null
790,Great communication.,null,null,null
791,Received items very quickly - just as described!  Thank you!  AA++++ Seller,null,null,null
792,Item as expected. Thanks !!!,null,null,null
793,"Fast shipping, Great seller!",null,null,null
794,fantastic seller! thank you!,null,null,null
795,Super Fast Shipping - FREE - A +++++  E'Bay'er,null,null,null
796,Very fast shipping good communication,null,null,null
797,super fast shipping,null,null,null
798,fast shipping A+++++,null,null,null
799,"prompt delivery, same as described",null,null,null
800,"Quick delivery, Thank You...A+",null,null,null
801,Very nice looking shoes.lightning fast shipping.THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!,null,null,null
802,wii listed by seller to have 2 controllers & nunchuks but had only 1 of each,null,null,null
803,A+++++ Great eBayer A+++++,null,null,null
804,Just as explained,null,null,null
805,Great transaction.  Wii arrived in perfect condition and super fast shipping. A+,null,null,null
806,Fast shipper and good communicator - Thanks!,null,null,null
807,"Great product, fast shipping, excellent transaction!!!!!",null,null,null
808,thank you!,null,null,null
809,Arrived very quickly.,null,null,null
810,"fast shipping, thanx",null,null,null
811,great!,null,null,null
812,"Excellent. Quick free shipping, product exactly as described, good communication",null,null,null
813,Amazingly fast service! Thanks so much!,null,null,null
814,"Excellent seller, item as described + fast shipment.  Very Reliable.  A++",null,null,null
815,Thank you,null,null,null
816,Fastest shipping ever! A+++ Seller!!,null,null,null
817,"Item as described, fast shipment, great ebayer!!!",null,null,null
818,I felt the description was somewhat misleading.,null,null,null
819,quick shipment and excellant product,null,null,null
820,"JUST AMAZING, FASTEST SHIPPING EVER>>>THIS WAS PERFECT!!! THANK ...THANK YOU!!!!",null,null,null
821,"Great communication, quick transaction.  Awesome eBayer!!!!!!!  Thank you!!!!!!!",null,null,null
822,Fast delivery of Wii console - prompt attention to completing sale - Thanks!,null,null,null
823,FAST SHIPPMENT  A+++,null,null,null
824,Smooth transaction. Speedy delivery. AA++,null,null,null
825,"Nice doing business with you, speedy delivery.  Thanks",null,null,null
826,SUPER FAST DELIVERY! TOP SHELF!!!! WILL do business again. =],null,null,null
827,Fast shipping-THANKS.,null,null,null
828,"fast delivery, smooth transaction, thanks!",null,null,null
829,fast shipping exactly what i ordered,null,null,null
830,"Great product, just as described, quick shipping and excellent communication!!",null,null,null
831,Great Transaction and Follow-up,null,null,null
832,"Excellent to deal with, Shipped product same day, responded quickly to questions",null,null,null
833,Everything went as promised. Better than waiting on line at Toy's R Us!,null,null,null
834,"Great price, product, and Fast shipping.",null,null,null
835,"Fast shipping, great product. Thanks!",null,null,null
836,Quick Shipment. Product was as advertised. Easy Transaction.,null,null,null
837,very quick transaction,null,null,null
838,Super quick shipment!!!!!!  Thank you!!!!!,null,null,null
839,"Very nice to deal with,  Shipping was very quick.  Item came very well packaged.",null,null,null
840,A PLUS  The seller made my very first ebay shopping experience great!,null,null,null
841,good deal!  Great item,null,null,null
842,Fast Shipment.,null,null,null
843,great seller,null,null,null
844,ok,null,null,null
845,came as advertised and appears all fine also timely,null,null,null
846,great seller,null,null,null
847,"Great product, great process, great service!!",null,null,null
848,Item just as described.  Super fast shipping.  A++++++++,null,null,null
849,A+,null,null,null
850,+++++Very good ebayer.  Item as described,null,null,null
851,Fantastic Seller!!!!,null,null,null
852,great ebayer thanks!!!!,null,null,null
853,"As advertised,smooth transaction",null,null,null
854,ordered on Dec. 4th - received Dec.7th. Easy transaction. Super fast delivery!!!,null,null,null
855,"Great to deal with .sipped quick, answered all ? excellent.",null,null,null
856,Quick ship.  No hassles  Exactly as described,null,null,null
857,Great seller; I had a few questions and they were all timely answered.,null,null,null
858,"Excellent product, shipping and speed++++++++++++++++++",null,null,null
859,All is well,null,null,null
860,VERY QUICK SHIPMENT. THANKS,null,null,null
861,Excellent Computer --- Excellent Ebayer,null,null,null
862,Excellent Computer --- Thank You --- Great Ebayer,null,null,null
863,Fast! Thanks for the transaction!,null,null,null
864,"GREAT SELLER, EXACTLY AS DESCRIBED!",null,null,null
865,A+++ & Fast!,null,null,null
866,"item as described,smooth transaction",null,null,null
867,Great seller fast shipment,null,null,null
868,"quick shipping , a+ thank you",null,null,null
869,Accurate Description,null,null,null
870,Great! Thanks.,null,null,null
871,Very good experience,null,null,null
872,Excellent service. Thanks,null,null,null
873,Great service.  You've made someone very happy this Christmas.  Thanks,null,null,null
874,Very pleased. You can trust these people. Merry Christmas.,null,null,null
875,Hope to deal with you again. Thank you.  An asset to the ebay community.,null,justpoundsandounces,null
876,Quick and easy transaction,null,null,null
877,Excellent Service!!,null,null,null
878,great items!!!!,null,null,null
879,quick shipment,null,null,null
880,"Great Buyer, Fast Payment, Highly Recommended!!! A++++",null,eat-n-play,null
881,"A+++! great seller! item exactly as described and swift,secure shipment,Thanks",null,null,null
882,a+++  service and shipping!  Thanks,null,null,null
883,Great customer service.  Thank you,null,null,null
884,Product received super fast!  Seller was very cooperative & communicative.,null,null,null
885,Great sellar.,null,null,null
886,"In special message I asked to have shipped to my work, but they shipped home",null,null,null
887,Fast transaction and shipping.  Thanks!,null,null,null
888,good seller^^,null,null,null
889,thanks,null,null,null
890,"FABULOUS SELLER/great product,good price,immediate ship,unparalleled service!",null,null,null
891,Great will make a few kids happy,null,null,null
892,Great,null,null,null
893,"Very fast shipping!! Very happy, would buy from again! Thanks!!",null,null,null
894,Fast ship! Thanks! Quick to answer questions too.,null,null,null
895,Super fast shipping.  Great Transaction!!,null,null,null
896,not sellers fault fed ex horrible service   GREAT ITEM!!!!!!,null,null,null
897,Great product.  Fast delivery.,null,null,null
898,great service,null,null,null
899,Very prompt shipping!  Thanks so much! Great seller.,null,null,null
900,Just as described.  Would do business again.,null,null,null
901,Everything was sent on time and packaged great,null,null,null
902,very good,null,null,null
903,Very quick shipment!!  Everything was packaged neatly.,null,null,null
904,Received item quicker than other sellers.  This seller is on the ball for sure!!,null,null,null
905,Fast shipment! A++ Product arrived exactly as advertised!,null,null,null
906,"Absolutely amazing seller, received my item lightning fast. Thanks so much!!!",null,null,null
907,"Very fast shipment, Christmas present, games in unit very easy to wrap.",null,null,null
908,fast shipping  smooth tranaction thanks,null,null,null
909,Okay to deal with; fast shipper; will do business again in the future!,null,null,null
910,fast shipping.  good communicator  The wii is great  thanks,null,null,null
911,We received the Wii in a few days and the reansaction was a breeze! Awsome!,null,null,null
912,AWESOME QUICK SHIPMENT-THANKS,null,null,null
913,great item perfect seller A++++++++,null,null,null
914,fast shipping thanks,null,null,null
915,Received Wii quickly and intact.,null,null,null
916,"Super quick shipping, even wrapped to hide contents - thank you so much!",null,null,null
917,Basically as advertised and arrived in 5 days,null,null,null
918,"Received items in good time but had a question,Why no store copy receipt?",null,null,null
